Pos,Player,Tm,Year,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams
DT,Cameron Heyward,PIT,2019,8,16,16,0,0,0,0,0,0,0,0,0,0,0,51,9,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
DT,Grady Jarrett,ATL,2019,4,16,16,0,0,0,0,0,0,0,0,0,0,0,38,7.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm"
DT,Chris Jones,KAN,2019,3,13,12,0,0,0,0,0,0,0,0,0,0,0,23,9,0,PFW: 1st Tm All-Conf.
DT,DeForest Buckner,SFO,2019,3,16,16,0,0,0,0,0,0,0,0,0,0,0,34,7.5,0,AP: 2nd Tm
DT,D.J. Reader,HOU,2019,3,15,15,0,0,0,0,0,0,0,0,0,0,0,28,2.5,0,PFF: 2nd Tm
OLB,T.J. Watt,PIT,2019,2,16,16,0,0,0,0,0,0,0,0,0,0,0,35,14.5,2,"PFW: 1st Tm All-Conf., AP: 1st Tm, AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
OLB,Chandler Jones,ARI,2019,7,16,16,0,0,0,0,0,0,0,0,0,0,0,42,19,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
OLB,Shaquil Barrett,TAM,2019,5,16,16,0,0,0,0,0,0,0,0,0,0,0,45,19.5,1,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
OLB,Matt Judon,BAL,2019,3,16,16,0,0,0,0,0,0,0,0,0,0,0,43,9.5,0,PFW: 1st Tm All-Conf.
MLB,Bobby Wagner,SEA,2019,7,16,16,0,0,0,0,0,0,0,0,0,0,0,86,3,1,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
MLB,Darius Leonard,IND,2019,1,13,13,0,0,0,0,0,0,0,0,0,0,0,71,5,5,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
LB,Demario Davis,NOR,2019,7,16,16,0,0,0,0,0,0,0,0,0,0,0,87,4,1,"AP: 1st Tm, PFF: 1st Tm"
LB,Eric Kendricks,MIN,2019,4,15,15,0,0,0,0,0,0,0,0,0,0,0,70,0.5,0,"AP: 1st Tm, PFF: 1st Tm"
LB,Luke Kuechly,CAR,2019,7,16,16,0,0,0,0,0,0,0,0,0,0,0,81,0,2,"AP: 2nd Tm, PFF: 2nd Tm"
LB,Lavonte David,TAM,2019,7,16,16,0,0,0,0,0,0,0,0,0,0,0,82,1,1,PFF: 2nd Tm
CB,Stephon Gilmore,NWE,2019,7,16,16,0,0,0,0,0,0,0,0,0,0,0,44,0,6,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
CB,Tre'Davious White,BUF,2019,2,15,15,0,0,0,0,0,0,0,0,0,0,0,48,1,6,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
CB,Marcus Peters,2TM,2019,4,16,15,0,0,0,0,0,0,0,0,0,0,0,40,0,5,"AP: 2nd Tm, AP: 1st Tm, PFF: 1st Tm"
CB,Richard Sherman,SFO,2019,8,15,15,0,0,0,0,0,0,0,0,0,0,0,48,0,3,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm"
CB,Marshon Lattimore,NOR,2019,2,14,14,0,0,0,0,0,0,0,0,0,0,0,46,0,1,PFW: 1st Tm All-Conf.
CB,Quinton Dunbar,WAS,2019,4,11,11,0,0,0,0,0,0,0,0,0,0,0,31,0,4,PFF: 2nd Tm
CB,Casey Hayward,LAC,2019,7,16,16,0,0,0,0,0,0,0,0,0,0,0,28,0,2,PFF: 2nd Tm
S,Jamal Adams,NYJ,2019,2,14,14,0,0,0,0,0,0,0,0,0,0,0,61,6.5,1,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm"
S,Minkah Fitzpatrick,2TM,2019,1,16,16,0,0,0,0,0,0,0,0,0,0,0,44,0,5,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
S,Anthony Harris,MIN,2019,4,14,14,0,0,0,0,0,0,0,0,0,0,0,35,0,6,"PFW: 1st Tm All-Conf., PFF: 1st Tm"
S,Justin Simmons,DEN,2019,3,16,16,0,0,0,0,0,0,0,0,0,0,0,65,0,4,"PFF: 1st Tm, AP: 2nd Tm"
S,Harrison Smith,MIN,2019,7,15,15,0,0,0,0,0,0,0,0,0,0,0,65,1,3,"PFW: 1st Tm All-Conf., PFF: 2nd Tm"
DB,Tyrann Mathieu,KAN,2019,6,16,16,0,0,0,0,0,0,0,0,0,0,0,63,2,4,"AP: 1st Tm, AP: 2nd Tm"
DB,Marlon Humphrey,BAL,2019,2,16,15,0,0,0,0,0,0,0,0,0,0,0,53,0,3,AP: 1st Tm
DB,Marcus Williams,NOR,2019,2,15,15,0,0,0,0,0,0,0,0,0,0,0,40,0,4,PFF: 2nd Tm
K,Josh Lambo,JAX,2019,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AP: 2nd Tm, PFF: 2nd Tm"
P,Brett Kern,TEN,2019,11,16,0,1,2,11,0,0,1,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
P,Tress Way,WAS,2019,5,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
P,JK Scott,GNB,2019,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PFF: 2nd Tm
PR,Deonte Harris,NOR,2019,Rook,14,1,0,0,0,0,0,4,31,0,6,24,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
PR,Diontae Johnson,PIT,2019,Rook,16,12,0,0,0,0,0,4,41,0,59,680,5,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
KR,Cordarrelle Patterson,CHI,2019,6,16,4,0,0,0,0,0,17,103,0,11,83,0,5,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm"
KR,Mecole Hardman,KAN,2019,Rook,16,5,0,0,0,0,0,4,17,0,26,538,6,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
KR,Andre Roberts,BUF,2019,9,13,0,0,0,0,0,0,1,7,0,3,20,0,0,0,0,PFF: 2nd Tm
ST,Matthew Slater,NWE,2019,11,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm"
ST,J.T. Gray,NOR,2019,1,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm"
PK,Justin Tucker,BAL,2019,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
PK,Wil Lutz,NOR,2019,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PFW: 1st Tm All-Conf.
QB,Aaron Rodgers,GNB,2020,15,16,16,372,526,4299,48,5,38,149,3,1,-6,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
QB,Patrick Mahomes,KAN,2020,3,15,15,390,588,4740,38,6,62,308,2,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm, SN: 1st Tm"
QB,Josh Allen,BUF,2020,2,16,16,396,572,4544,37,10,102,421,8,1,12,1,0,0,0,AP: 2nd Tm
RB,Derrick Henry,TEN,2020,4,16,16,0,0,0,0,0,378,2027,17,19,114,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
RB,Dalvin Cook,MIN,2020,3,14,14,0,0,0,0,0,312,1557,16,44,361,1,0,0,0,"PFW: 1st Tm All-Conf., FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm"
RB,Alvin Kamara,NOR,2020,3,15,10,0,0,0,0,0,187,932,16,83,756,5,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
RB,Nick Chubb,CLE,2020,2,12,12,0,0,0,0,0,190,1067,12,16,150,0,0,0,0,PFW: 1st Tm All-Conf.
WR,Davante Adams,GNB,2020,6,14,14,0,0,0,0,0,0,0,0,115,1374,18,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
WR,Stefon Diggs,BUF,2020,5,16,15,0,0,0,0,0,1,1,0,127,1535,8,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
WR,Tyreek Hill,KAN,2020,4,15,15,0,0,0,0,0,13,123,2,87,1276,15,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, PFF: 1st Tm"
WR,DeAndre Hopkins,ARI,2020,7,16,16,0,0,0,0,0,1,1,0,115,1407,6,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
WR,Justin Jefferson,MIN,2020,Rook,16,14,0,0,0,0,0,1,2,0,88,1400,7,0,0,0,"AP: 2nd Tm, PFF: 2nd Tm"
WR,Cole Beasley,BUF,2020,8,15,10,1,1,20,1,0,0,0,0,82,967,4,0,0,0,AP: 2nd Tm
WR,A.J. Brown,TEN,2020,1,14,12,0,0,0,0,0,0,0,0,70,1075,11,0,0,0,PFF: 2nd Tm
WR,D.K. Metcalf,SEA,2020,1,16,16,0,0,0,0,0,0,0,0,83,1303,10,0,0,0,AP: 2nd Tm
WR,Calvin Ridley,ATL,2020,2,15,15,0,0,0,0,0,5,1,0,90,1374,9,0,0,0,AP: 2nd Tm
TE,Travis Kelce,KAN,2020,7,15,15,1,2,4,0,0,0,0,0,105,1416,11,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
TE,T.J. Hockenson,DET,2020,1,16,16,0,0,0,0,0,1,0,0,67,723,6,0,0,0,PFW: 1st Tm All-Conf.
TE,Darren Waller,LVR,2020,5,16,15,0,0,0,0,0,0,0,0,107,1196,9,0,0,0,PFF: 2nd Tm
FLEX,Allen Robinson,CHI,2020,6,16,16,0,0,0,0,0,1,-1,0,102,1250,6,0,0,0,PFF: 2nd Tm
T,David Bakhtiari,GNB,2020,7,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
T,Jack Conklin,CLE,2020,4,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
T,Trent Williams,SFO,2020,10,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., PFF: 1st Tm, SN: 1st Tm"
T,Garett Bolles,DEN,2020,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm"
G,Quenton Nelson,IND,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
G,Joel Bitonio,CLE,2020,6,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm"
G,Brandon Scherff,WAS,2020,5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, PFF: 2nd Tm"
G,Ali Marpet,TAM,2020,5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., PFF: 1st Tm"
C,Corey Linsley,GNB,2020,6,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
C,Jason Kelce,PHI,2020,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SN: 1st Tm
C,Ryan Kelly,IND,2020,4,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
C,Frank Ragnow,DET,2020,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AP: 2nd Tm, PFF: 2nd Tm"
RG,Wyatt Teller,CLE,2020,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFF: 1st Tm, AP: 2nd Tm"
RT,Ryan Ramczyk,NOR,2020,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AP: 2nd Tm
RT,Tristan Wirfs,TAM,2020,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PFF: 2nd Tm
DE,Myles Garrett,CLE,2020,3,14,14,0,0,0,0,0,0,0,0,0,0,0,33,12,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm"
DE,Joey Bosa,LAC,2020,4,12,10,0,0,0,0,0,0,0,0,0,0,0,29,7.5,0,"PFW: 1st Tm All-Conf., SN: 1st Tm"
DE,Trey Hendrickson,NOR,2020,3,15,15,0,0,0,0,0,0,0,0,0,0,0,22,13.5,0,FW: 1st Tm
DE,Cameron Jordan,NOR,2020,9,16,16,0,0,0,0,0,0,0,0,0,0,0,34,7.5,0,PFW: 1st Tm All-Conf.
DE,Chase Young,WAS,2020,Rook,15,15,0,0,0,0,0,0,0,0,0,0,0,32,7.5,0,PFW: 1st Tm All-Conf.
DE,DeMarcus Lawrence,DAL,2020,6,16,15,0,0,0,0,0,0,0,0,0,0,0,34,6.5,0,PFF: 2nd Tm
DT,Aaron Donald,LAR,2020,6,16,16,0,0,0,0,0,0,0,0,0,0,0,27,13.5,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
DT,DeForest Buckner,IND,2020,4,15,14,0,0,0,0,0,0,0,0,0,0,0,37,9.5,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm"
DT,Chris Jones,KAN,2020,4,15,14,0,0,0,0,0,0,0,0,0,0,0,23,7.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm, SN: 1st Tm"
DT,Fletcher Cox,PHI,2020,8,15,15,0,0,0,0,0,0,0,0,0,0,0,28,6.5,0,PFW: 1st Tm All-Conf.
DT,Cameron Heyward,PIT,2020,9,15,15,0,0,0,0,0,0,0,0,0,0,0,30,4,1,"AP: 2nd Tm, PFF: 2nd Tm"
OLB,T.J. Watt,PIT,2020,3,15,15,0,0,0,0,0,0,0,0,0,0,0,43,15,1,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
OLB,Khalil Mack,CHI,2020,6,16,16,0,0,0,0,0,0,0,0,0,0,0,29,9,1,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm"
OLB,Za'Darius Smith,GNB,2020,5,16,16,0,0,0,0,0,0,0,0,0,0,0,35,12.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
OLB,Bradley Chubb,DEN,2020,2,14,14,0,0,0,0,0,0,0,0,0,0,0,26,7.5,0,PFW: 1st Tm All-Conf.
MLB,Fred Warner,SFO,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,79,1,2,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
MLB,Darius Leonard,IND,2020,2,14,14,0,0,0,0,0,0,0,0,0,0,0,86,3,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, SN: 1st Tm"
LB,Bobby Wagner,SEA,2020,8,16,16,0,0,0,0,0,0,0,0,0,0,0,81,3,0,"AP: 1st Tm, PFF: 1st Tm"
LB,Roquan Smith,CHI,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,98,4,2,"SN: 1st Tm, AP: 2nd Tm"
LB,Demario Davis,NOR,2020,8,16,16,0,0,0,0,0,0,0,0,0,0,0,73,4,0,AP: 2nd Tm
LB,Lavonte David,TAM,2020,8,16,16,0,0,0,0,0,0,0,0,0,0,0,82,1.5,1,AP: 2nd Tm
LB,Myles Jack,JAX,2020,4,14,14,0,0,0,0,0,0,0,0,0,0,0,72,1,1,PFF: 2nd Tm
LB,Eric Kendricks,MIN,2020,5,11,11,0,0,0,0,0,0,0,0,0,0,0,69,0,3,PFF: 2nd Tm
LB,Devin White,TAM,2020,1,15,15,0,0,0,0,0,0,0,0,0,0,0,97,9,0,AP: 2nd Tm
CB,Xavien Howard,MIA,2020,4,16,16,0,0,0,0,0,0,0,0,0,0,0,40,0,10,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
CB,Jalen Ramsey,LAR,2020,4,15,15,0,0,0,0,0,0,0,0,0,0,0,36,0,1,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm"
CB,Jaire Alexander,GNB,2020,2,15,15,0,0,0,0,0,0,0,0,0,0,0,40,1,1,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm"
CB,Tre'Davious White,BUF,2020,3,14,14,0,0,0,0,0,0,0,0,0,0,0,44,1.5,3,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
CB,James Bradberry,NYG,2020,4,15,15,0,0,0,0,0,0,0,0,0,0,0,44,0,3,PFF: 2nd Tm
LS,Morgan Cox,BAL,2020,10,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AP: 1st Tm
LS,Luke Rhodes,IND,2020,4,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,AP: 2nd Tm
S,Minkah Fitzpatrick,PIT,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,60,0,4,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
S,Tyrann Mathieu,KAN,2020,7,15,15,0,0,0,0,0,0,0,0,0,0,0,48,0,6,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
S,Budda Baker,ARI,2020,3,15,15,0,0,0,0,0,0,0,0,0,0,0,90,2,2,"PFW: 1st Tm All-Conf., AP: 1st Tm"
S,Jessie Bates III,CIN,2020,2,16,16,0,0,0,0,0,0,0,0,0,0,0,78,0,3,"PFF: 1st Tm, AP: 2nd Tm"
S,Adrian Amos,GNB,2020,5,16,16,0,0,0,0,0,0,0,0,0,0,0,65,2,2,PFF: 1st Tm
S,Jamal Adams,SEA,2020,3,12,12,0,0,0,0,0,0,0,0,0,0,0,59,9.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
S,John Johnson,LAR,2020,3,16,16,0,0,0,0,0,0,0,0,0,0,0,73,0,1,PFF: 2nd Tm
S,Justin Simmons,DEN,2020,4,16,16,0,0,0,0,0,0,0,0,0,0,0,77,0,5,PFF: 2nd Tm
DB,Bryce Callahan,DEN,2020,5,10,10,0,0,0,0,0,0,0,0,0,0,0,36,0,2,PFF: 1st Tm
DB,Darious Williams,LAR,2020,2,16,10,0,0,0,0,0,0,0,0,0,0,0,37,0,4,PFF: 2nd Tm
P,Jake Bailey,NWE,2020,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
P,Jack Fox,DET,2020,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm"
P,Bradley Pinion,TAM,2020,5,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PFF: 2nd Tm
PR,Gunner Olszewski,NWE,2020,1,13,2,0,0,0,0,0,5,23,0,5,62,1,1,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
PR,Jamal Agnew,DET,2020,3,14,2,0,1,0,0,0,6,33,0,13,89,0,4,0,0,PFW: 1st Tm All-Conf.
PR,Jakeem Grant,MIA,2020,4,14,4,0,0,0,0,0,3,20,0,36,373,1,0,0,0,AP: 2nd Tm
KR,Cordarrelle Patterson,CHI,2020,7,16,3,0,0,0,0,0,64,232,1,21,132,0,3,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
KR,Andre Roberts,BUF,2020,10,15,0,0,0,0,0,0,1,-3,0,4,34,0,0,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
KR,Ray-Ray McCloud,PIT,2020,2,16,2,0,0,0,0,0,4,65,0,20,77,0,1,0,0,PFF: 2nd Tm
ST,George Odum,IND,2020,2,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
ST,Nick Bellore,SEA,2020,9,16,0,0,0,0,0,0,1,5,0,1,9,0,11,0,0,PFW: 1st Tm All-Conf.
ST,Cody Davis,NWE,2020,7,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,PFF: 2nd Tm
ST,Matthew Slater,NWE,2020,12,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,AP: 2nd Tm
PK,Jason Sanders,MIA,2020,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AP: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
PK,Justin Tucker,BAL,2020,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm"
PK,Younghoe Koo,ATL,2020,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PFW: 1st Tm All-Conf., SN: 1st Tm"
